art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
Impressionism,marianne-north_red-sea-1880,awe,"The pink clouds on the horizon bubble up warm, hopeful feelings along with the rising son. The ocean below gives a sense of unbridled freedom; the day is beginning, and all things are possible.",47,Marianne North,Red Sea,1880.0,marianne north,red sea,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg
Impressionism,marianne-north_red-sea-1880,contentment,The simple sunset or sunrise with pastel colors is very pretty.,47,Marianne North,Red Sea,1880.0,marianne north,red sea,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg
Impressionism,marianne-north_red-sea-1880,awe,It is a gorgeous sunset with red above the sea.,47,Marianne North,Red Sea,1880.0,marianne north,red sea,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg
Impressionism,marianne-north_red-sea-1880,contentment,This is either a sunset or a used sanitary napkin.,47,Marianne North,Red Sea,1880.0,marianne north,red sea,https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,contentment,This is Japanese art of a women. I do feel contentment when I see this type of art. It is very different.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,amusement,This is a very refined picture of a Japanese woman but the expression on her face seems to say I am not listing to your foolishness.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,amusement,I love the colors used in the background wash and the fabrics of the dress and the expression on her face as she squints to find her glasses so she can read the text.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,sadness,This geisha is about to be sold in marriage to an American soldier.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,amusement,It looks like the woman's spectacles are floating away from her.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,excitement,The way the lady's posture is leaned in makes me think that she is excited or intrigued by something. The writing is so delicate it makes me wonder what it says.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,something else,"This type of image is so common, it's hard to have a strong feeling about it.  There does seem to be a historical feel to it.",46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Ukiyo_e,kitagawa-utamaro_the-drunken-courtesan,amusement,She looks like she desperately needs the glasses that are above her but cannot see them.,46,Kitagawa Utamaro,The Drunken Courtesan,,kitagawa utamaro,the drunken courtesan,https://uploads8.wikiart.org/images/kitagawa-utamaro/the-drunken-courtesan.jpg
Expressionism,otto-dix_lovers,disgust,It is virtually pornographic and the breasts are being fondled.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,amusement,The body proportions are comical and I love the crazy hairdo she is wearing.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,contentment,The man and woman are cuddling each other.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,disgust,Itlooks to be an asian whorehouse with men taking advantage of the women,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,contentment,a man sitting with his wife you can tell they love each other,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,contentment,These people look very much in love because the man is squeezing the woman's breast,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,amusement,Gotta respect the man getting his game on.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,disgust,The weird shape of the woman belly and tits make me feel disgust.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Expressionism,otto-dix_lovers,disgust,The partial nudity of the woman and the well dressed man pawing her exposed breast indicate an interaction in a house of prostitution.,45,Otto Dix,Lovers,,otto dix,lovers,https://uploads3.wikiart.org/images/otto-dix/lovers.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,something else,I'm intrigued. I'm wondering who these people are? My first thought was that they were refugees who are travelling a long way but they might just be travelling home from the fields.,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,contentment,"The colors make it look like early dawn, so I feel as if I am watching workers start their day.",44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,disgust,I feel disgusting looking at this painting of the workers in the field and can only imagine their poor living conditions.,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,excitement,These appear to be a group of nomads it and that strikes me as adventurous which makes me feel excited like I'm on a journey.,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,sadness,"Immigrants ,they live there homes in search of  a better lives .Leaving everything behind ,the most important their childhood meories.Sad.",44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,something else,The flat horizon as dusk approaches paints a long journey of fatigue ahead.,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,sadness,the people are walking down the path like they're sad about something.,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Realism,vasily-perov_return-reaper-from-the-field-in-the-ryazan-province-1874,awe,how the light casts across the field adding to the distance,44,Vasily Perov,Return Reaper From The Field In The Ryazan Province,1874.0,vasily perov,return reaper from the field in the ryazan province,https://uploads3.wikiart.org/images/vasily-perov/return-reaper-from-the-field-in-the-ryazan-province-1874.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,These colors are gorgeous. Reminds me of the spring time! Lovely flowers that are faded beyond the colors.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,"I am content looking at the peaceful looking forest, even if it is abstract.  The colors are pleasant.",45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,The colors all blend together nicely and remind me of Easter tulips.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,This painting has just enough color in the trees and leaves and the dominate color is yellow.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,awe,The yellow green and brown look like vegetation that has been completely taken over by white snow.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,awe,I am unsure of what the artist is trying to paint here but the colors and lines that they used I find to be very beautiful.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,It is a bit of a nice flowery wooded area that would be nice to walk through.,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,contentment,The yellow and green colors are bright and remind me of citrus,45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Post_Impressionism,paul-cezanne_in-the-woods,excitement,"Hmm.. well at first glance I felt peace because of the light transparent colors. But upon further inspection, the underlying pencil drawings appear to show human figures / body parts.",45,Paul Cezanne,In The Woods,,paul cezanne,in the woods,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1898.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,disgust,So much paint stacked up likes sloppy and out of place.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,contentment,The colorful square and rectangles look like rooftops.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,disgust,"This looks like a room with a lot of mismatching furniture and clutter, given the red door and stacks of random items, so I feel claustrophobic",44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,something else,I wonder how anyone can take actual meaning from this.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,contentment,I am reminded of a large book collection and a good choice of reading material.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,something else,Unusual painting..I didn't know which way to look at it or figure which way the the artist meant for the viewer until signature line was found. Colorful..yet strange and peculiar.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,disgust,I feel disgust while looking at this picture as this painting is just an ugly jumbled mess in my opinion.,44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
Abstract_Expressionism,hans-hofmann_bird-cage-variation-ii-1958,disgust,"It looks like an aerial view of buildings in a crowded, busy city that needs maintenance",44,Hans Hofmann,Bird Cage Variation Ii,1958.0,hans hofmann,bird cage variation ii,https://uploads1.wikiart.org/images/hans-hofmann/bird-cage-variation-ii-1958.jpg
